paid,verified,study_hours,technical_skills,Angular,Java,Machine Learning,Python,React,SQL,Spring Boot,role_ENTERPRISE,role_FREELANCER,role_STUDENT,role_TEACHER,specialty_Data Science,specialty_Finance,specialty_Informatique,specialty_Marketing,specialty_Mathématiques,sector_Finance,sector_Santé,sector_Technologie,sector_Éducation,sector_Énergie
0.0,,20.720858725806114,1,1,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0.0,,16.979352935090134,2,0,0,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,0.0,0.0,0,0,0,0,1,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,,20.836530380752414,2,0,0,0,0,1,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,1.0,0.0,0,0,1,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,1.0,0.0,0,0,0,0,0,1,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,,17.43987677311827,1,1,0,0,0,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.0,,17.145376227397247,2,0,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1.0,,15.172742257839523,3,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,1.0,0.0,0,1,0,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,0.0,0.0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,1.0,0.0,0,1,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,1.0,0.0,0,0,0,0,1,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
,0.0,0.0,0,0,1,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
,,0.0,4,0,0,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,24.885500309293388,3,1,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0.0,,22.527294621169812,1,0,1,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,,18.990040989242434,3,0,0,0,0,0,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.0,,17.20065746782558,2,0,1,1,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,,15.686005707637978,4,0,0,1,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,1.0,0.0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,,0.0,3,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,19.540554898904585,2,1,0,0,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,,30.579379566144006,4,1,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
,,18.783882522346396,3,1,0,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.0,,16.51159858731509,4,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,0.0,0.0,0,0,1,0,0,1,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
,0.0,0.0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,0.0,0.0,0,0,0,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,,23.414637762592697,3,1,0,1,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False
,0.0,0.0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,,24.967523664014514,3,0,0,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1.0,,20.4139933547913,3,1,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,,22.852194648144767,4,0,0,0,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
,0.0,0.0,0,0,0,1,0,1,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,0.0,0.0,0,1,0,0,1,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,,8.950722606819532,2,1,0,0,1,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
,,22.106710483720327,4,1,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,1,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,,10.425268371480042,1,0,0,0,1,0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,,14.992684761100218,4,0,1,1,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
,0.0,0.0,0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,0.0,0.0,0,0,0,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,,30.30195676259749,3,1,0,0,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,,15.345627755694515,3,0,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
,0.0,0.0,0,0,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1.0,,3.6184847155934143,3,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,,19.657839261166327,1,1,0,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
,0.0,0.0,0,1,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
,1.0,0.0,0,1,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,,22.92338788523514,4,0,0,0,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0.0,,22.096953212693045,4,1,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.0,,26.608362964505737,3,0,1,1,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.0,,31.65581521784427,3,0,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,,27.766129976197508,4,1,0,0,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False
,,16.64401699459485,3,0,1,1,0,1,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False
,,26.765617523597793,4,0,0,0,0,1,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False
,,0.0,3,0,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,26.25506822244037,4,1,0,0,0,0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,0.0,0.0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,,28.28653505213403,3,0,1,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,0.0,0.0,0,0,0,1,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.0,,15.732122618163878,3,0,0,1,0,0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,,18.9164842365622,4,0,0,0,1,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.0,,24.848092912020157,3,0,0,0,1,0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,25.050026263542126,3,1,0,1,0,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,1,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,,7.254510694268529,3,0,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.0,,23.77780520226915,4,0,1,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,26.081603911316336,2,0,0,0,0,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
,1.0,0.0,0,0,1,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,1.0,0.0,0,1,0,0,0,1,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,,21.193048429796452,1,1,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
,,31.58425521599239,3,0,1,1,0,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
,,0.0,4,0,0,0,1,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,1,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,,17.01417875435925,1,1,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,17.428907116568624,1,0,0,0,0,1,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.0,,20.695685071718085,2,0,0,1,0,1,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,19.501936975169656,1,1,0,0,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,,16.550092622971892,4,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,0.0,0.0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,,21.551448738228164,1,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,,0.0,2,0,0,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,0.0,0.0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,1.0,0.0,0,0,0,0,1,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
,0.0,0.0,0,1,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1.0,,21.90263943204822,1,1,0,0,0,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
,0.0,0.0,0,0,0,1,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,,0.0,4,0,0,0,0,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,,19.880474303990987,2,0,0,0,0,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,1,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,,19.978765571912863,1,0,0,0,0,1,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
,,0.0,1,0,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.0,,23.14590690228729,1,1,0,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,,0.0,3,0,0,1,1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,0.0,0.0,0,0,0,0,0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,,28.309777380590987,3,0,0,0,0,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1.0,,22.43064477705198,2,1,0,1,0,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,,0.0,2,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,20.95537808449748,4,0,1,0,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,,25.28146919942603,3,0,0,1,0,0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,,20.310331250469414,2,0,1,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.0,,20.793734990161802,2,0,0,0,0,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,1.0,0.0,0,1,0,0,1,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,1.0,0.0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
,,18.033575146385793,1,1,0,0,0,0,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
,1.0,0.0,0,1,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
,,19.87627263391549,4,0,1,0,0,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.0,,22.35914180844869,2,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,,12.074203345137516,3,0,0,1,0,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,0,1,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,0.0,0.0,0,0,1,0,1,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
,,19.48023680760387,4,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
,0.0,0.0,0,1,1,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,,23.32738580293477,3,1,0,0,1,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1.0,,29.037372551912693,4,0,0,0,1,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,0.0,0.0,0,0,1,0,1,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
,,21.935409867858983,3,1,0,0,0,0,1,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.0,,2.522383963752958,3,1,0,1,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,,22.385289012439983,2,1,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False
,,17.542875556570955,1,0,0,0,0,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,0,1,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,,18.306119607640884,4,0,0,0,0,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,0.0,0.0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,0.0,0.0,0,1,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,,19.389501278390814,2,1,0,0,0,0,1,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False
,0.0,0.0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,1.0,0.0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,,16.766653303602606,2,1,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False
,0.0,0.0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,1.0,0.0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,,22.18501886740356,2,0,0,0,0,0,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1.0,,18.60616317444664,3,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.0,,21.028878690719747,1,1,0,1,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,1.0,0.0,0,0,0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,,0.0,4,1,0,0,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,21.366299698551764,2,1,0,1,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,,19.515432191289513,2,0,0,0,0,1,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False
,,0.0,3,1,0,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,17.795796758085586,1,1,1,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
,,11.942862041418753,2,0,0,0,1,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.0,,19.457075608119535,1,1,0,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,25.82230779936729,4,0,1,0,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1.0,,19.79551019263746,4,0,0,0,0,1,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1.0,,18.06935832010935,3,1,0,0,0,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1.0,,23.207979440030222,2,0,1,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.0,,21.485159680213346,3,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,,19.70603910729114,2,0,0,0,0,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
,1.0,0.0,0,1,1,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,1.0,0.0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0,,18.7702317246914,4,0,1,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1.0,,14.57200793817376,3,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.0,,18.81868675772099,2,1,0,0,1,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.0,,14.356925496415549,2,0,1,0,0,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
,1.0,0.0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
,,18.791807834694144,3,1,0,0,0,1,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1.0,,15.853859019883984,3,1,0,1,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,23.668870593300486,2,0,0,0,1,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,,17.840932275382677,3,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.0,,18.81367559646499,4,0,0,0,0,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1.0,,16.817953501156307,2,1,0,0,0,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1.0,,19.688586097508978,4,1,1,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1.0,,21.220412369830168,4,0,1,1,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,,18.62017615812433,4,0,1,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,1.0,0.0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,,17.843914775353536,3,0,0,0,1,1,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,14.101436835621808,3,0,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,,29.386753922474835,1,1,1,0,0,0,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,,23.572293340853605,4,0,0,0,0,0,1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.0,,24.938886600834625,2,0,1,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,1.0,0.0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,,24.29919240894472,1,0,1,0,1,0,1,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False
,,0.0,3,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,25.805893852816855,3,0,1,1,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,,24.01426681966368,2,0,0,1,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.0,,12.766028235579192,2,0,1,1,0,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,0.0,0.0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,,13.292434301678469,3,1,0,0,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False
0.0,,27.982634018502317,3,0,0,0,0,0,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,,0.0,2,0,0,0,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,,0.0,3,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,,0.0,4,0,1,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,23.85760856590688,3,1,1,0,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,20.56126347661671,3,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,,21.18264290922289,4,0,0,0,0,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
,,23.409216648825964,1,0,1,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.0,,19.736630354847353,4,0,0,1,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,0.0,0.0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
,,0.0,3,0,0,0,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,,18.77445529851107,3,0,1,0,0,0,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.0,,20.837673890505915,1,1,0,0,1,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,1.0,0.0,0,0,1,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.0,,21.44551313215027,3,0,0,0,1,0,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1.0,,9.916051283797485,2,0,0,0,0,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,,0.0,2,1,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,,13.237278858821778,3,1,1,0,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1.0,,19.715844914639526,1,0,1,0,0,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.0,,12.645644550080847,4,1,0,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,15.375539629369223,4,0,1,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1.0,,22.16144854707949,2,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,1.0,0.0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
,,0.0,2,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,25.36895240947671,1,0,0,1,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,0.0,0.0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.0,,20.640000160851372,3,0,0,0,0,1,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,,0.0,4,0,0,1,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,1,0,0,1,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,,26.63087093511436,3,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
,1.0,0.0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.0,,25.38468788791535,2,0,0,1,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,,19.53674138666201,3,0,0,0,1,1,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.0,,20.38347585772711,1,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,,15.516643149599457,2,0,0,0,1,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False
,1.0,0.0,0,1,0,0,1,0,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.0,,21.51299613743454,1,0,0,0,1,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,,0.0,4,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.0,,29.756324284064572,1,0,0,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.0,,23.782378381461136,2,1,1,0,1,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,,0.0,3,1,0,0,0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,,16.740268497848422,1,1,1,0,0,0,1,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False
,,0.0,3,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,0.0,0.0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
,,0.0,3,1,0,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,,18.745717281747947,1,1,0,0,1,0,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
,,0.0,2,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,26.308719890388268,4,0,0,1,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
,1.0,0.0,0,1,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,,6.867103734502237,1,1,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.0,,15.425118571038698,4,0,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1.0,,16.647999399074365,2,1,0,1,0,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
,1.0,0.0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,,0.0,2,1,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.0,,24.210907446186045,3,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1.0,,18.950132036790066,2,0,1,0,0,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
,,0.0,3,0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
,,13.824613289645763,2,0,1,0,0,0,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False
,,21.918597262973314,3,0,1,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False
,,16.440129256573503,2,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False
,1.0,0.0,0,0,0,1,0,0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
,,11.77127942379372,3,0,1,0,0,1,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False
0.0,,21.179949395209224,4,0,1,1,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False
,,0.0,2,0,1,0,1,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,22.216340296612202,4,0,0,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
